mean,subj,item,sdiff,ambiguity
-8.2409,"25","28",-1042.441340461,"ambig"
0.60867,"25","28",-1042.441340461,"ambig"
-3.4613,"25","28",-1042.441340461,"ambig"
0.81623,"25","20",1056.558659539,"ambig"
0.22019,"25","20",1056.558659539,"ambig"
4.3028,"25","20",1056.558659539,"ambig"
1.8274,"25","20",1056.558659539,"ambig"
5.4345,"25","19",1056.558659539,"ambig"
1.129,"25","19",1056.558659539,"ambig"
4.0082,"25","19",1056.558659539,"ambig"
4.2733,"25","19",1056.558659539,"ambig"
2.2285,"25","10",1946.558659539,"unambig"
-2.9985,"25","10",1946.558659539,"unambig"
2.5048,"25","10",1946.558659539,"unambig"
0.15287,"25","10",1946.558659539,"unambig"
2.5357,"25","11",-1954.441340461,"unambig"
-1.5722,"25","11",-1954.441340461,"unambig"
6.0039,"25","11",-1954.441340461,"unambig"
3.8862,"25","11",-1954.441340461,"unambig"
-2.4767,"25","45",-1053.441340461,"ambig"
-5.7711,"25","45",-1053.441340461,"ambig"
-0.20336,"25","45",-1053.441340461,"ambig"
-2.8316,"25","45",-1053.441340461,"ambig"
3.7446,"25","49",2056.558659539,"unambig"
0.084148,"25","49",2056.558659539,"unambig"
4.6492,"25","49",2056.558659539,"unambig"
3.5328,"25","49",2056.558659539,"unambig"
4.9353,"25","5",-943.441340460999,"ambig"
0.84288,"25","5",-943.441340460999,"ambig"
6.5663,"25","5",-943.441340460999,"ambig"
3.4935,"25","5",-943.441340460999,"ambig"
2.1935,"25","7",-1954.441340461,"unambig"
-0.23281,"25","7",-1954.441340461,"unambig"
3.551,"25","7",-1954.441340461,"unambig"
1.1626,"25","7",-1954.441340461,"unambig"
13.403,"25","50",2056.558659539,"unambig"
15.088,"25","50",2056.558659539,"unambig"
13.558,"25","50",2056.558659539,"unambig"
16.448,"25","50",2056.558659539,"unambig"
4.6337,"25","46",2056.558659539,"unambig"
7.2367,"25","46",2056.558659539,"unambig"
7.4667,"25","46",2056.558659539,"unambig"
7.2339,"25","46",2056.558659539,"unambig"
0.42635,"26","4",-1053.441340461,"ambig"
-0.80081,"26","4",-1053.441340461,"ambig"
3.0419,"26","4",-1053.441340461,"ambig"
0.45159,"26","4",-1053.441340461,"ambig"
-5.1386,"26","53",-1042.441340461,"ambig"
-3.6366,"26","53",-1042.441340461,"ambig"
-4.1751,"26","53",-1042.441340461,"ambig"
-6.0081,"26","53",-1042.441340461,"ambig"
1.6044,"26","3",-1053.441340461,"ambig"
-3.2677,"26","3",-1053.441340461,"ambig"
1.143,"26","3",-1053.441340461,"ambig"
-4.6576,"26","3",-1053.441340461,"ambig"
3.5566,"26","15",1045.558659539,"ambig"
2.8232,"26","15",1045.558659539,"ambig"
6.8749,"26","15",1045.558659539,"ambig"
3.7095,"26","15",1045.558659539,"ambig"
-5.9492,"26","47",-1042.441340461,"ambig"
-11.831,"26","47",-1042.441340461,"ambig"
-7.8285,"26","47",-1042.441340461,"ambig"
-13.325,"26","47",-1042.441340461,"ambig"
5.1835,"26","36",-2053.441340461,"unambig"
6.8945,"26","36",-2053.441340461,"unambig"
6.6224,"26","36",-2053.441340461,"unambig"
7.4513,"26","36",-2053.441340461,"unambig"
1.8653,"26","39",-943.441340460999,"ambig"
0.48946,"26","39",-943.441340460999,"ambig"
2.0364,"26","39",-943.441340460999,"ambig"
0.44598,"26","39",-943.441340460999,"ambig"
-0.55678,"26","19",956.558659539001,"ambig"
-0.77556,"26","19",956.558659539001,"ambig"
-1.352,"26","19",956.558659539001,"ambig"
-0.7391,"26","19",956.558659539001,"ambig"
-6.3125,"26","9",-2042.441340461,"unambig"
-8.9435,"26","9",-2042.441340461,"unambig"
-1.6367,"26","9",-2042.441340461,"unambig"
-7.6084,"26","9",-2042.441340461,"unambig"
1.1009,"26","41",2045.558659539,"unambig"
-0.070123,"26","41",2045.558659539,"unambig"
-1.1556,"26","41",2045.558659539,"unambig"
-1.61,"26","41",2045.558659539,"unambig"
7.2591,"26","51",1056.558659539,"ambig"
9.7724,"26","51",1056.558659539,"ambig"
8.3461,"26","51",1056.558659539,"ambig"
8.893,"26","51",1056.558659539,"ambig"
3.4444,"26","27",-1943.441340461,"unambig"
5.6463,"26","27",-1943.441340461,"unambig"
7.0221,"26","27",-1943.441340461,"unambig"
5.4584,"26","27",-1943.441340461,"unambig"
3.7951,"26","29",1957.558659539,"unambig"
4.5608,"26","29",1957.558659539,"unambig"
1.2889,"26","29",1957.558659539,"unambig"
4.3014,"26","29",1957.558659539,"unambig"
12.521,"26","31",2045.558659539,"unambig"
17.743,"26","31",2045.558659539,"unambig"
12.448,"26","31",2045.558659539,"unambig"
12.971,"26","31",2045.558659539,"unambig"
-1.143,"26","59",1946.558659539,"unambig"
2.7138,"26","59",1946.558659539,"unambig"
-0.064513,"26","59",1946.558659539,"unambig"
-1.3688,"26","59",1946.558659539,"unambig"
11.176,"26","5",2056.558659539,"unambig"
18.061,"26","5",2056.558659539,"unambig"
8.9197,"26","5",2056.558659539,"unambig"
15.851,"26","5",2056.558659539,"unambig"
1.049,"26","10",1045.558659539,"ambig"
-3.2467,"26","10",1045.558659539,"ambig"
1.3646,"26","10",1045.558659539,"ambig"
-1.5708,"26","10",1045.558659539,"ambig"
1.84,"26","37",-2053.441340461,"unambig"
4.2817,"26","37",-2053.441340461,"unambig"
-0.48525,"26","37",-2053.441340461,"unambig"
4.3294,"26","37",-2053.441340461,"unambig"
2.4697,"26","32",-2053.441340461,"unambig"
-0.33519,"26","32",-2053.441340461,"unambig"
2.0406,"26","32",-2053.441340461,"unambig"
1.38,"26","32",-2053.441340461,"unambig"
-2.7671,"26","17",-954.441340460999,"ambig"
-3.5412,"26","17",-954.441340460999,"ambig"
-4.4093,"26","17",-954.441340460999,"ambig"
-3.5819,"26","17",-954.441340460999,"ambig"
1.2328,"26","57",1056.558659539,"ambig"
0.90459,"26","57",1056.558659539,"ambig"
0.94666,"26","57",1056.558659539,"ambig"
1.0631,"26","57",1056.558659539,"ambig"
3.5538,"26","33",-2053.441340461,"unambig"
4.673,"26","33",-2053.441340461,"unambig"
8.6784,"26","33",-2053.441340461,"unambig"
7.7206,"26","33",-2053.441340461,"unambig"
2.6128,"26","55",-1042.441340461,"ambig"
6.0755,"26","55",-1042.441340461,"ambig"
4.3743,"26","55",-1042.441340461,"ambig"
6.3546,"26","55",-1042.441340461,"ambig"
-6.4948,"26","38",957.558659539001,"ambig"
-8.4274,"26","38",957.558659539001,"ambig"
-5.0727,"26","38",957.558659539001,"ambig"
-9.792,"26","38",957.558659539001,"ambig"
-4.5314,"26","44",-2053.441340461,"unambig"
-2.6745,"26","44",-2053.441340461,"unambig"
-2.3631,"26","44",-2053.441340461,"unambig"
-3.9858,"26","44",-2053.441340461,"unambig"
0.4558,"26","35",2045.558659539,"unambig"
-0.54275,"26","35",2045.558659539,"unambig"
1.1865,"26","35",2045.558659539,"unambig"
0.44037,"26","35",2045.558659539,"unambig"
-2.3365,"26","52",1946.558659539,"unambig"
-1.8204,"26","52",1946.558659539,"unambig"
-0.29732,"26","52",1946.558659539,"unambig"
-2.3505,"26","52",1946.558659539,"unambig"
8.8215,"26","11",-1053.441340461,"ambig"
11.842,"26","11",-1053.441340461,"ambig"
9.0711,"26","11",-1053.441340461,"ambig"
12.674,"26","11",-1053.441340461,"ambig"
-4.1639,"26","47",1056.558659539,"ambig"
-6.3826,"26","47",1056.558659539,"ambig"
-6.0895,"26","47",1056.558659539,"ambig"
-6.8019,"26","47",1056.558659539,"ambig"
9.0852,"26","51",1946.558659539,"unambig"
11.183,"26","51",1946.558659539,"unambig"
10.021,"26","51",1946.558659539,"unambig"
12.76,"26","51",1946.558659539,"unambig"
3.4669,"26","38",-943.441340460999,"ambig"
3.8021,"26","38",-943.441340460999,"ambig"
4.1064,"26","38",-943.441340460999,"ambig"
2.4038,"26","38",-943.441340460999,"ambig"
-5.2186,"26","50",-1954.441340461,"unambig"
-5.9366,"26","50",-1954.441340461,"unambig"
-2.8933,"26","50",-1954.441340461,"unambig"
-6.147,"26","50",-1954.441340461,"unambig"
1.3394,"26","4",-2042.441340461,"unambig"
4.4121,"26","4",-2042.441340461,"unambig"
0.83026,"26","4",-2042.441340461,"unambig"
0.87934,"26","4",-2042.441340461,"unambig"
-0.2861,"26","42",-943.441340460999,"ambig"
-0.45861,"26","42",-943.441340460999,"ambig"
2.7068,"26","42",-943.441340460999,"ambig"
-0.2833,"26","42",-943.441340460999,"ambig"
0.077135,"26","30",946.558659539001,"ambig"
2.4319,"26","30",946.558659539001,"ambig"
2.6885,"26","30",946.558659539001,"ambig"
2.6254,"26","30",946.558659539001,"ambig"
1.7559,"26","57",1946.558659539,"unambig"
0.58202,"26","57",1946.558659539,"unambig"
1.8695,"26","57",1946.558659539,"unambig"
1.3898,"26","57",1946.558659539,"unambig"
-1.2973,"26","7",1045.558659539,"ambig"
-0.43757,"26","7",1045.558659539,"ambig"
1.7306,"26","7",1045.558659539,"ambig"
-1.3842,"26","7",1045.558659539,"ambig"
6.0741,"26","34",-2053.441340461,"unambig"
4.5159,"26","34",-2053.441340461,"unambig"
5.9941,"26","34",-2053.441340461,"unambig"
5.7403,"26","34",-2053.441340461,"unambig"
-3.2551,"26","14",1045.558659539,"ambig"
-3.1415,"26","14",1045.558659539,"ambig"
-2.0406,"26","14",1045.558659539,"ambig"
-3.767,"26","14",1045.558659539,"ambig"
-5.6954,"26","3",-2042.441340461,"unambig"
-5.6,"26","3",-2042.441340461,"unambig"
-7.6476,"26","3",-2042.441340461,"unambig"
-7.4751,"26","3",-2042.441340461,"unambig"
-5.2242,"26","16",1957.558659539,"unambig"
-7.9113,"26","16",1957.558659539,"unambig"
-1.4712,"26","16",1957.558659539,"unambig"
-5.9843,"26","16",1957.558659539,"unambig"
-0.4558,"26","9",1045.558659539,"ambig"
-1.6787,"26","9",1045.558659539,"ambig"
-0.31696,"26","9",1045.558659539,"ambig"
-2.3169,"26","9",1045.558659539,"ambig"
-4.5131,"26","8",-2042.441340461,"unambig"
-7.1301,"26","8",-2042.441340461,"unambig"
-3.0504,"26","8",-2042.441340461,"unambig"
-7.6995,"26","8",-2042.441340461,"unambig"
6.1666,"26","24",1957.558659539,"unambig"
8.0095,"26","24",1957.558659539,"unambig"
4.0966,"26","24",1957.558659539,"unambig"
6.4948,"26","24",1957.558659539,"unambig"
2.9424,"26","22",-954.441340460999,"ambig"
5.2031,"26","22",-954.441340460999,"ambig"
4.0559,"26","22",-954.441340460999,"ambig"
2.9592,"26","22",-954.441340460999,"ambig"
2.5174,"26","1",1045.558659539,"ambig"
2.0069,"26","1",1045.558659539,"ambig"
0.98032,"26","1",1045.558659539,"ambig"
0.77696,"26","1",1045.558659539,"ambig"
2.9592,"26","55",1946.558659539,"unambig"
3.0588,"26","55",1946.558659539,"unambig"
3.9395,"26","55",1946.558659539,"unambig"
3.847,"26","55",1946.558659539,"unambig"
-2.7334,"26","37",-943.441340460999,"ambig"
-3.5594,"26","37",-943.441340460999,"ambig"
-5.4065,"26","37",-943.441340460999,"ambig"
-6.3686,"26","37",-943.441340460999,"ambig"
-4.0671,"26","21",946.558659539001,"ambig"
-4.0475,"26","21",946.558659539001,"ambig"
-3.9325,"26","21",946.558659539001,"ambig"
-4.1751,"26","21",946.558659539001,"ambig"
1.5175,"26","36",-943.441340460999,"ambig"
3.7642,"26","36",-943.441340460999,"ambig"
4.5776,"26","36",-943.441340460999,"ambig"
4.4893,"26","36",-943.441340460999,"ambig"
-2.7011,"26","5",1045.558659539,"ambig"
-5.5425,"26","5",1045.558659539,"ambig"
-1.7503,"26","5",1045.558659539,"ambig"
-4.1751,"26","5",1045.558659539,"ambig"
2.9297,"26","32",-943.441340460999,"ambig"
5.3672,"26","32",-943.441340460999,"ambig"
8.1778,"26","32",-943.441340460999,"ambig"
6.025,"26","32",-943.441340460999,"ambig"
-8.2801,"26","59",-1954.441340461,"unambig"
-9.8509,"26","59",-1954.441340461,"unambig"
-5.5523,"26","59",-1954.441340461,"unambig"
-8.9141,"26","59",-1954.441340461,"unambig"
-0.88776,"26","41",957.558659539001,"ambig"
-3.3855,"26","41",957.558659539001,"ambig"
1.9256,"26","41",957.558659539001,"ambig"
-0.81904,"26","41",957.558659539001,"ambig"
5.1372,"26","54",1946.558659539,"unambig"
6.5775,"26","54",1946.558659539,"unambig"
5.2831,"26","54",1946.558659539,"unambig"
4.9886,"26","54",1946.558659539,"unambig"
-10.237,"26","7",-1053.441340461,"ambig"
-12.488,"26","7",-1053.441340461,"ambig"
-7.203,"26","7",-1053.441340461,"ambig"
-11.447,"26","7",-1053.441340461,"ambig"
-6.621,"26","47",-1954.441340461,"unambig"
-6.3055,"26","47",-1954.441340461,"unambig"
-6.8973,"26","47",-1954.441340461,"unambig"
-9.4007,"26","47",-1954.441340461,"unambig"
0.85971,"26","46",-1954.441340461,"unambig"
-0.8569,"26","46",-1954.441340461,"unambig"
-2.8105,"26","46",-1954.441340461,"unambig"
-3.7109,"26","46",-1954.441340461,"unambig"
6.1049,"26","33",2045.558659539,"unambig"
5.6589,"26","33",2045.558659539,"unambig"
8.4162,"26","33",2045.558659539,"unambig"
7.1105,"26","33",2045.558659539,"unambig"
-1.3534,"26","56",-1042.441340461,"ambig"
-1.1697,"26","56",-1042.441340461,"ambig"
0.96349,"26","56",-1042.441340461,"ambig"
-0.91581,"26","56",-1042.441340461,"ambig"
9.0192,"26","20",1957.558659539,"unambig"
9.1637,"26","20",1957.558659539,"unambig"
10.061,"26","20",1957.558659539,"unambig"
13.246,"26","20",1957.558659539,"unambig"
-0.71105,"26","2",-2042.441340461,"unambig"
-0.089758,"26","2",-2042.441340461,"unambig"
2.4361,"26","2",-2042.441340461,"unambig"
1.5062,"26","2",-2042.441340461,"unambig"
1.1079,"26","13",-1053.441340461,"ambig"
3.2649,"26","13",-1053.441340461,"ambig"
0.69562,"26","13",-1053.441340461,"ambig"
1.8835,"26","13",-1053.441340461,"ambig"
4.5159,"26","46",1946.558659539,"unambig"
5.0489,"26","46",1946.558659539,"unambig"
2.4557,"26","46",1946.558659539,"unambig"
5.1933,"26","46",1946.558659539,"unambig"
5.1092,"26","32",2045.558659539,"unambig"
7.7318,"26","32",2045.558659539,"unambig"
2.5118,"26","32",2045.558659539,"unambig"
4.1359,"26","32",2045.558659539,"unambig"
3.0966,"26","31",-943.441340460999,"ambig"
3.6422,"26","31",-943.441340460999,"ambig"
1.6128,"26","31",-943.441340460999,"ambig"
2.9157,"26","31",-943.441340460999,"ambig"
0.97191,"26","48",-1954.441340461,"unambig"
-2.3028,"26","48",-1954.441340461,"unambig"
0.37586,"26","48",-1954.441340461,"unambig"
-1.6437,"26","48",-1954.441340461,"unambig"
4.2915,"26","6",-1053.441340461,"ambig"
7.2115,"26","6",-1053.441340461,"ambig"
4.8189,"26","6",-1053.441340461,"ambig"
7.384,"26","6",-1053.441340461,"ambig"
7.0432,"26","57",-1042.441340461,"ambig"
13.751,"26","57",-1042.441340461,"ambig"
6.5453,"26","57",-1042.441340461,"ambig"
10.991,"26","57",-1042.441340461,"ambig"
-0.28891,"26","1",-1053.441340461,"ambig"
1.5651,"26","1",-1053.441340461,"ambig"
1.5189,"26","1",-1053.441340461,"ambig"
1.1192,"26","1",-1053.441340461,"ambig"
-0.64794,"26","33",957.558659539001,"ambig"
1.2636,"26","33",957.558659539001,"ambig"
-2.3491,"26","33",957.558659539001,"ambig"
1.7461,"26","33",957.558659539001,"ambig"
4.9254,"26","19",-1943.441340461,"unambig"
9.137,"26","19",-1943.441340461,"unambig"
1.3365,"26","19",-1943.441340461,"unambig"
4.004,"26","19",-1943.441340461,"unambig"
-9.0473,"26","42",957.558659539001,"ambig"
-12.28,"26","42",957.558659539001,"ambig"
-4.6744,"26","42",957.558659539001,"ambig"
-9.4288,"26","42",957.558659539001,"ambig"
-2.7769,"26","44",957.558659539001,"ambig"
-0.56099,"26","44",957.558659539001,"ambig"
-3.9998,"26","44",957.558659539001,"ambig"
-1.5287,"26","44",957.558659539001,"ambig"
6.1849,"26","7",-2042.441340461,"unambig"
8.2339,"26","7",-2042.441340461,"unambig"
7.3166,"26","7",-2042.441340461,"unambig"
7.6785,"26","7",-2042.441340461,"unambig"
2.8568,"26","28",-1943.441340461,"unambig"
0.44879,"26","28",-1943.441340461,"unambig"
4.666,"26","28",-1943.441340461,"unambig"
2.8456,"26","28",-1943.441340461,"unambig"
1.0799,"26","23",-1943.441340461,"unambig"
2.3435,"26","23",-1943.441340461,"unambig"
2.2327,"26","23",-1943.441340461,"unambig"
2.6408,"26","23",-1943.441340461,"unambig"
-0.49647,"26","53",-1954.441340461,"unambig"
-2.9886,"26","53",-1954.441340461,"unambig"
-2.0672,"26","53",-1954.441340461,"unambig"
-3.4893,"26","53",-1954.441340461,"unambig"
3.4991,"26","43",2045.558659539,"unambig"
1.2608,"26","43",2045.558659539,"unambig"
4.335,"26","43",2045.558659539,"unambig"
0.07994,"26","43",2045.558659539,"unambig"
3.1289,"26","56",1056.558659539,"ambig"
3.3238,"26","56",1056.558659539,"ambig"
2.1374,"26","56",1056.558659539,"ambig"
1.453,"26","56",1056.558659539,"ambig"
8.548,"26","21",-1943.441340461,"unambig"
7.3461,"26","21",-1943.441340461,"unambig"
9.3123,"26","21",-1943.441340461,"unambig"
8.1132,"26","21",-1943.441340461,"unambig"
2.8638,"26","37",957.558659539001,"ambig"
4.0671,"26","37",957.558659539001,"ambig"
4.3869,"26","37",957.558659539001,"ambig"
5.1064,"26","37",957.558659539001,"ambig"
-1.0406,"26","45",957.558659539001,"ambig"
1.0981,"26","45",957.558659539001,"ambig"
-1.8428,"26","45",957.558659539001,"ambig"
-2.5469,"26","45",957.558659539001,"ambig"
-2.1177,"26","47",1946.558659539,"unambig"
-0.36324,"26","47",1946.558659539,"unambig"
-2.3127,"26","47",1946.558659539,"unambig"
-2.5721,"26","47",1946.558659539,"unambig"
0.93544,"26","49",-1042.441340461,"ambig"
1.9186,"26","49",-1042.441340461,"ambig"
7.1512,"26","49",-1042.441340461,"ambig"
5.5748,"26","49",-1042.441340461,"ambig"
13.886,"26","36",2045.558659539,"unambig"
14.037,"26","36",2045.558659539,"unambig"
8.7906,"26","36",2045.558659539,"unambig"
11.98,"26","36",2045.558659539,"unambig"
-0.29171,"26","58",1946.558659539,"unambig"
2.5637,"26","58",1946.558659539,"unambig"
2.0658,"26","58",1946.558659539,"unambig"
3.429,"26","58",1946.558659539,"unambig"
-4.1934,"26","30",-954.441340460999,"ambig"
-3.6801,"26","30",-954.441340460999,"ambig"
-2.1542,"26","30",-954.441340460999,"ambig"
-3.5496,"26","30",-954.441340460999,"ambig"
-5.0503,"26","27",946.558659539001,"ambig"
-5.3855,"26","27",946.558659539001,"ambig"
-2.7755,"26","27",946.558659539001,"ambig"
-4.882,"26","27",946.558659539001,"ambig"
0.44037,"26","37",2045.558659539,"unambig"
-1.5623,"26","37",2045.558659539,"unambig"
-0.37025,"26","37",2045.558659539,"unambig"
-1.6142,"26","37",2045.558659539,"unambig"
-1.0126,"26","34",-943.441340460999,"ambig"
1.0196,"26","34",-943.441340460999,"ambig"
-2.3968,"26","34",-943.441340460999,"ambig"
-2.9283,"26","34",-943.441340460999,"ambig"
9.921,"26","40",-2053.441340461,"unambig"
9.7597,"26","40",-2053.441340461,"unambig"
4.9815,"26","40",-2053.441340461,"unambig"
9.4722,"26","40",-2053.441340461,"unambig"
-0.71946,"26","57",-1954.441340461,"unambig"
-0.039269,"26","57",-1954.441340461,"unambig"
-0.78398,"26","57",-1954.441340461,"unambig"
-0.70404,"26","57",-1954.441340461,"unambig"
3.6913,"26","23",-954.441340460999,"ambig"
6.8468,"26","23",-954.441340460999,"ambig"
0.21458,"26","23",-954.441340460999,"ambig"
3.0153,"26","23",-954.441340460999,"ambig"
-1.0378,"26","11",-2042.441340461,"unambig"
-0.69001,"26","11",-2042.441340461,"unambig"
-0.79379,"26","11",-2042.441340461,"unambig"
-0.10098,"26","11",-2042.441340461,"unambig"
12.478,"26","44",2045.558659539,"unambig"
11.099,"26","44",2045.558659539,"unambig"
14.601,"26","44",2045.558659539,"unambig"
11.347,"26","44",2045.558659539,"unambig"
3.2495,"26","25",-1943.441340461,"unambig"
5.4654,"26","25",-1943.441340461,"unambig"
0.21598,"26","25",-1943.441340461,"unambig"
4.0195,"26","25",-1943.441340461,"unambig"
0.58202,"26","48",1946.558659539,"unambig"
-2.955,"26","48",1946.558659539,"unambig"
0.0014029,"26","48",1946.558659539,"unambig"
-0.92282,"26","48",1946.558659539,"unambig"
-2.7671,"26","56",-1954.441340461,"unambig"
-4.8595,"26","56",-1954.441340461,"unambig"
-0.24964,"26","56",-1954.441340461,"unambig"
-4.3575,"26","56",-1954.441340461,"unambig"
-0.5133,"26","17",1957.558659539,"unambig"
0.55678,"26","17",1957.558659539,"unambig"
-0.015427,"26","17",1957.558659539,"unambig"
-0.91581,"26","17",1957.558659539,"unambig"
-2.5847,"26","13",1045.558659539,"ambig"
-1.8849,"26","13",1045.558659539,"ambig"
-3.6141,"26","13",1045.558659539,"ambig"
-2.7152,"26","13",1045.558659539,"ambig"
-0.93264,"26","16",-954.441340460999,"ambig"
-7.9982,"26","16",-954.441340460999,"ambig"
1.5427,"26","16",-954.441340460999,"ambig"
-3.4346,"26","16",-954.441340460999,"ambig"
10.889,"26","14",-1053.441340461,"ambig"
14.807,"26","14",-1053.441340461,"ambig"
10.559,"26","14",-1053.441340461,"ambig"
14.19,"26","14",-1053.441340461,"ambig"
5.0166,"26","22",-1943.441340461,"unambig"
4.6407,"26","22",-1943.441340461,"unambig"
8.2507,"26","22",-1943.441340461,"unambig"
5.5467,"26","22",-1943.441340461,"unambig"
5.9478,"26","4",1045.558659539,"ambig"
7.858,"26","4",1045.558659539,"ambig"
2.3884,"26","4",1045.558659539,"ambig"
5.9506,"26","4",1045.558659539,"ambig"
-3.3421,"26","60",1946.558659539,"unambig"
-0.3436,"26","60",1946.558659539,"unambig"
-4.1597,"26","60",1946.558659539,"unambig"
-2.3744,"26","60",1946.558659539,"unambig"
3.6071,"26","54",1056.558659539,"ambig"
9.231,"26","54",1056.558659539,"ambig"
-0.71245,"26","54",1056.558659539,"ambig"
3.9465,"26","54",1056.558659539,"ambig"
-1.8667,"26","43",957.558659539001,"ambig"
-2.8512,"26","43",957.558659539001,"ambig"
-0.43757,"26","43",957.558659539001,"ambig"
-2.1233,"26","43",957.558659539001,"ambig"
5.7683,"26","40",-943.441340460999,"ambig"
9.562,"26","40",-943.441340460999,"ambig"
3.9325,"26","40",-943.441340460999,"ambig"
6.1035,"26","40",-943.441340460999,"ambig"
4.0068,"26","20",946.558659539001,"ambig"
8.3573,"26","20",946.558659539001,"ambig"
6.1189,"26","20",946.558659539001,"ambig"
10.151,"26","20",946.558659539001,"ambig"
4.6197,"26","51",-1042.441340461,"ambig"
6.9604,"26","51",-1042.441340461,"ambig"
5.3672,"26","51",-1042.441340461,"ambig"
7.4513,"26","51",-1042.441340461,"ambig"
3.5861,"26","2",2056.558659539,"unambig"
7.3812,"26","2",2056.558659539,"unambig"
3.5875,"26","2",2056.558659539,"unambig"
5.2256,"26","2",2056.558659539,"unambig"
-3.3393,"26","28",946.558659539001,"ambig"
-1.8625,"26","28",946.558659539001,"ambig"
-6.6238,"26","28",946.558659539001,"ambig"
-5.464,"26","28",946.558659539001,"ambig"
-8.0684,"26","41",-2053.441340461,"unambig"
-5.6169,"26","41",-2053.441340461,"unambig"
-7.0291,"26","41",-2053.441340461,"unambig"
-5.8875,"26","41",-2053.441340461,"unambig"
4.314,"26","59",1056.558659539,"ambig"
4.774,"26","59",1056.558659539,"ambig"
4.9212,"26","59",1056.558659539,"ambig"
5.3125,"26","59",1056.558659539,"ambig"
8.879,"26","14",2056.558659539,"unambig"
7.3082,"26","14",2056.558659539,"unambig"
7.506,"26","14",2056.558659539,"unambig"
5.2382,"26","14",2056.558659539,"unambig"
-3.4374,"26","25",-954.441340460999,"ambig"
-1.7573,"26","25",-954.441340460999,"ambig"
-3.1962,"26","25",-954.441340460999,"ambig"
-2.6016,"26","25",-954.441340460999,"ambig"
-4.4178,"26","17",-1943.441340461,"unambig"
-6.3307,"26","17",-1943.441340461,"unambig"
-2.2972,"26","17",-1943.441340461,"unambig"
-6.7907,"26","17",-1943.441340461,"unambig"
1.2131,"26","12",2056.558659539,"unambig"
3.192,"26","12",2056.558659539,"unambig"
3.2074,"26","12",2056.558659539,"unambig"
0.18653,"26","12",2056.558659539,"unambig"
6.391,"26","13",-2042.441340461,"unambig"
5.2396,"26","13",-2042.441340461,"unambig"
6.046,"26","13",-2042.441340461,"unambig"
6.7094,"26","13",-2042.441340461,"unambig"
-1.251,"26","44",-943.441340460999,"ambig"
-3.2341,"26","44",-943.441340460999,"ambig"
0.3394,"26","44",-943.441340460999,"ambig"
-3.5314,"26","44",-943.441340460999,"ambig"
2.7082,"26","27",1957.558659539,"unambig"
1.2987,"26","27",1957.558659539,"unambig"
3.7965,"26","27",1957.558659539,"unambig"
2.6829,"26","27",1957.558659539,"unambig"
-0.55958,"26","15",-2042.441340461,"unambig"
2.2467,"26","15",-2042.441340461,"unambig"
1.3337,"26","15",-2042.441340461,"unambig"
1.157,"26","15",-2042.441340461,"unambig"
0.0056098,"26","21",1957.558659539,"unambig"
0.3983,"26","21",1957.558659539,"unambig"
4.0756,"26","21",1957.558659539,"unambig"
2.8694,"26","21",1957.558659539,"unambig"
1.6787,"26","60",-1042.441340461,"ambig"
3.3084,"26","60",-1042.441340461,"ambig"
3.0532,"26","60",-1042.441340461,"ambig"
2.4389,"26","60",-1042.441340461,"ambig"
3.0994,"26","1",-2042.441340461,"unambig"
10.792,"26","1",-2042.441340461,"unambig"
4.3546,"26","1",-2042.441340461,"unambig"
7.3531,"26","1",-2042.441340461,"unambig"
2.934,"26","53",1056.558659539,"ambig"
2.3085,"26","53",1056.558659539,"ambig"
3.4921,"26","53",1056.558659539,"ambig"
1.1851,"26","53",1056.558659539,"ambig"
7.182,"26","55",-1954.441340461,"unambig"
9.1328,"26","55",-1954.441340461,"unambig"
3.8946,"26","55",-1954.441340461,"unambig"
6.2311,"26","55",-1954.441340461,"unambig"
-1.927,"26","42",2045.558659539,"unambig"
-2.2075,"26","42",2045.558659539,"unambig"
-2.1612,"26","42",2045.558659539,"unambig"
-3.4963,"26","42",2045.558659539,"unambig"
1.0014,"26","2",-1053.441340461,"ambig"
0.28049,"26","2",-1053.441340461,"ambig"
-1.3211,"26","2",-1053.441340461,"ambig"
-2.6422,"26","2",-1053.441340461,"ambig"
4.7908,"26","13",2056.558659539,"unambig"
5.3518,"26","13",2056.558659539,"unambig"
2.3954,"26","13",2056.558659539,"unambig"
2.4613,"26","13",2056.558659539,"unambig"
8.4358,"26","43",-943.441340460999,"ambig"
9.5185,"26","43",-943.441340460999,"ambig"
10.669,"26","43",-943.441340460999,"ambig"
12.437,"26","43",-943.441340460999,"ambig"
2.753,"26","12",1045.558659539,"ambig"
2.2916,"26","12",1045.558659539,"ambig"
5.0531,"26","12",1045.558659539,"ambig"
2.3197,"26","12",1045.558659539,"ambig"
-1.2398,"26","50",1946.558659539,"unambig"
-1.0336,"26","50",1946.558659539,"unambig"
-2.6787,"26","50",1946.558659539,"unambig"
-2.5946,"26","50",1946.558659539,"unambig"
1.3604,"26","3",1045.558659539,"ambig"
4.3392,"26","3",1045.558659539,"ambig"
3.07,"26","3",1045.558659539,"ambig"
1.2847,"26","3",1045.558659539,"ambig"
3.1401,"26","40",2045.558659539,"unambig"
8.9519,"26","40",2045.558659539,"unambig"
0.61288,"26","40",2045.558659539,"unambig"
3.2762,"26","40",2045.558659539,"unambig"
-5.3742,"26","52",-1042.441340461,"ambig"
