mean,subj,item,sdiff,ambiguity
-2.8372,"01","33",2045.558659539,"unambig"
-1.4067,"01","33",2045.558659539,"unambig"
-3.0055,"01","33",2045.558659539,"unambig"
-4.0167,"01","33",2045.558659539,"unambig"
-1.5048,"01","56",-1042.441340461,"ambig"
-2.502,"01","56",-1042.441340461,"ambig"
-1.2454,"01","56",-1042.441340461,"ambig"
-3.0896,"01","56",-1042.441340461,"ambig"
-8.1918,"01","20",1957.558659539,"unambig"
-8.1806,"01","20",1957.558659539,"unambig"
-8.5901,"01","20",1957.558659539,"unambig"
-7.8089,"01","20",1957.558659539,"unambig"
2.8722,"01","2",-2042.441340461,"unambig"
1.6689,"01","2",-2042.441340461,"unambig"
-0.70684,"01","2",-2042.441340461,"unambig"
-0.17952,"01","2",-2042.441340461,"unambig"
-6.5411,"01","13",-1053.441340461,"ambig"
-9.5143,"01","13",-1053.441340461,"ambig"
-2.9382,"01","13",-1053.441340461,"ambig"
-3.5104,"01","13",-1053.441340461,"ambig"
-4.7557,"01","46",1946.558659539,"unambig"
-5.1288,"01","46",1946.558659539,"unambig"
-2.2103,"01","46",1946.558659539,"unambig"
-4.1751,"01","46",1946.558659539,"unambig"
-1.2201,"01","32",2045.558659539,"unambig"
-0.63251,"01","32",2045.558659539,"unambig"
-4.0742,"01","32",2045.558659539,"unambig"
-3.6618,"01","32",2045.558659539,"unambig"
-2.3575,"01","31",-943.441340460999,"ambig"
-3.8526,"01","31",-943.441340460999,"ambig"
-4.8722,"01","31",-943.441340460999,"ambig"
-4.5903,"01","31",-943.441340460999,"ambig"
1.4544,"01","48",-1954.441340461,"unambig"
-0.6816,"01","48",-1954.441340461,"unambig"
-2.2285,"01","48",-1954.441340461,"unambig"
-2.0378,"01","48",-1954.441340461,"unambig"
-1.6058,"01","6",-1053.441340461,"ambig"
-2.272,"01","6",-1053.441340461,"ambig"
-2.9213,"01","6",-1053.441340461,"ambig"
-0.043476,"01","6",-1053.441340461,"ambig"
5.6758,"01","57",-1042.441340461,"ambig"
6.8622,"01","57",-1042.441340461,"ambig"
6.4191,"01","57",-1042.441340461,"ambig"
5.5538,"01","57",-1042.441340461,"ambig"
4.4711,"01","1",-1053.441340461,"ambig"
5.098,"01","1",-1053.441340461,"ambig"
2.077,"01","1",-1053.441340461,"ambig"
1.0911,"01","1",-1053.441340461,"ambig"
-7.8762,"01","33",957.558659539001,"ambig"
-7.7093,"01","33",957.558659539001,"ambig"
-6.3644,"01","33",957.558659539001,"ambig"
-7.4471,"01","33",957.558659539001,"ambig"
-3.2144,"01","19",-1943.441340461,"unambig"
-5.2971,"01","19",-1943.441340461,"unambig"
-6.1372,"01","19",-1943.441340461,"unambig"
-4.6576,"01","19",-1943.441340461,"unambig"
2.4627,"01","42",957.558659539001,"ambig"
2.61,"01","42",957.558659539001,"ambig"
5.0419,"01","42",957.558659539001,"ambig"
1.0589,"01","42",957.558659539001,"ambig"
-0.47123,"01","44",957.558659539001,"ambig"
-6.9464,"01","44",957.558659539001,"ambig"
0.31415,"01","44",957.558659539001,"ambig"
-2.3141,"01","44",957.558659539001,"ambig"
-4.2929,"01","7",-2042.441340461,"unambig"
-5.952,"01","7",-2042.441340461,"unambig"
-3.0181,"01","7",-2042.441340461,"unambig"
-7.98,"01","7",-2042.441340461,"unambig"
5.7824,"01","28",-1943.441340461,"unambig"
6.0264,"01","28",-1943.441340461,"unambig"
3.2271,"01","28",-1943.441340461,"unambig"
3.7866,"01","28",-1943.441340461,"unambig"
4.2354,"01","23",-1943.441340461,"unambig"
2.4543,"01","23",-1943.441340461,"unambig"
-0.12622,"01","23",-1943.441340461,"unambig"
2.07,"01","23",-1943.441340461,"unambig"
0.40812,"01","53",-1954.441340461,"unambig"
0.32818,"01","53",-1954.441340461,"unambig"
-0.077135,"01","53",-1954.441340461,"unambig"
-4.3799,"01","53",-1954.441340461,"unambig"
-4.3631,"01","43",2045.558659539,"unambig"
-2.631,"01","43",2045.558659539,"unambig"
-5.2494,"01","43",2045.558659539,"unambig"
-6.6785,"01","43",2045.558659539,"unambig"
-2.0616,"01","56",1056.558659539,"ambig"
-2.5777,"01","56",1056.558659539,"ambig"
-3.1513,"01","56",1056.558659539,"ambig"
-3.3743,"01","56",1056.558659539,"ambig"
-3.7376,"01","21",-1943.441340461,"unambig"
-5.5271,"01","21",-1943.441340461,"unambig"
-5.2859,"01","21",-1943.441340461,"unambig"
-3.1513,"01","21",-1943.441340461,"unambig"
1.3562,"01","37",957.558659539001,"ambig"
1.3365,"01","37",957.558659539001,"ambig"
0.19073,"01","37",957.558659539001,"ambig"
2.8568,"01","37",957.558659539001,"ambig"
-0.064513,"01","45",957.558659539001,"ambig"
-1.2664,"01","45",957.558659539001,"ambig"
0.44458,"01","45",957.558659539001,"ambig"
-0.81203,"01","45",957.558659539001,"ambig"
4.2523,"01","47",1946.558659539,"unambig"
4.4374,"01","47",1946.558659539,"unambig"
5.1246,"01","47",1946.558659539,"unambig"
-5.1162,"01","47",1946.558659539,"unambig"
-6.4373,"01","49",-1042.441340461,"ambig"
-9.0725,"01","49",-1042.441340461,"ambig"
-7.269,"01","49",-1042.441340461,"ambig"
-7.4316,"01","49",-1042.441340461,"ambig"
1.9242,"01","36",2045.558659539,"unambig"
2.875,"01","36",2045.558659539,"unambig"
-2.5553,"01","36",2045.558659539,"unambig"
1.5722,"01","36",2045.558659539,"unambig"
2.6296,"01","58",1946.558659539,"unambig"
2.3253,"01","58",1946.558659539,"unambig"
2.8484,"01","58",1946.558659539,"unambig"
3.0952,"01","58",1946.558659539,"unambig"
-4.7011,"01","30",-954.441340460999,"ambig"
-6.2704,"01","30",-954.441340460999,"ambig"
-5.6323,"01","30",-954.441340460999,"ambig"
-5.6337,"01","30",-954.441340460999,"ambig"
-4.1106,"01","27",946.558659539001,"ambig"
-10.425,"01","27",946.558659539001,"ambig"
-0.40812,"01","27",946.558659539001,"ambig"
-6.1736,"01","27",946.558659539001,"ambig"
-3.1527,"01","12",-2042.441340461,"unambig"
-5.0334,"01","12",-2042.441340461,"unambig"
-4.5286,"01","12",-2042.441340461,"unambig"
-4.6492,"01","12",-2042.441340461,"unambig"
5.0741,"01","8",2056.558659539,"unambig"
9.2801,"01","8",2056.558659539,"unambig"
1.725,"01","8",2056.558659539,"unambig"
6.7472,"01","8",2056.558659539,"unambig"
-0.25244,"01","41",-943.441340460999,"ambig"
-0.79239,"01","41",-943.441340460999,"ambig"
-3.6618,"01","41",-943.441340460999,"ambig"
-2.9045,"01","41",-943.441340460999,"ambig"
-3.3771,"01","19",-944.441340460999,"ambig"
-2.9283,"01","19",-944.441340460999,"ambig"
-5.4836,"01","19",-944.441340460999,"ambig"
-3.1036,"01","19",-944.441340460999,"ambig"
-1.9452,"01","35",957.558659539001,"ambig"
1.3884,"01","35",957.558659539001,"ambig"
-0.50629,"01","35",957.558659539001,"ambig"
-2.2748,"01","35",957.558659539001,"ambig"
1.373,"01","18",1957.558659539,"unambig"
7.2605,"01","18",1957.558659539,"unambig"
0.1683,"01","18",1957.558659539,"unambig"
4.0798,"01","18",1957.558659539,"unambig"
-4.4065,"01","26",-954.441340460999,"ambig"
-5.6449,"01","26",-954.441340460999,"ambig"
-2.6941,"01","26",-954.441340460999,"ambig"
-5.1583,"01","26",-954.441340460999,"ambig"
-0.88636,"01","60",-1954.441340461,"unambig"
-1.4922,"01","60",-1954.441340461,"unambig"
0.1725,"01","60",-1954.441340461,"unambig"
-1.2412,"01","60",-1954.441340461,"unambig"
1.1402,"01","23",1957.558659539,"unambig"
-2.4136,"01","23",1957.558659539,"unambig"
1.5469,"01","23",1957.558659539,"unambig"
-1.3379,"01","23",1957.558659539,"unambig"
-4.6688,"01","11",1045.558659539,"ambig"
-2.8835,"01","11",1045.558659539,"ambig"
-7.4204,"01","11",1045.558659539,"ambig"
-2.2159,"01","11",1045.558659539,"ambig"
-0.44598,"01","38",-2053.441340461,"unambig"
0.084148,"01","38",-2053.441340461,"unambig"
1.5736,"01","38",-2053.441340461,"unambig"
-2.3716,"01","38",-2053.441340461,"unambig"
-4.9353,"01","34",957.558659539001,"ambig"
-8.1062,"01","34",957.558659539001,"ambig"
-4.2116,"01","34",957.558659539001,"ambig"
-5.8945,"01","34",957.558659539001,"ambig"
-3.0419,"01","46",-1042.441340461,"ambig"
-3.9073,"01","46",-1042.441340461,"ambig"
-1.798,"01","46",-1042.441340461,"ambig"
-2.401,"01","46",-1042.441340461,"ambig"
-4.8595,"01","31",-2053.441340461,"unambig"
-6.7739,"01","31",-2053.441340461,"unambig"
-4.2523,"01","31",-2053.441340461,"unambig"
-6.2957,"01","31",-2053.441340461,"unambig"
-1.1851,"01","55",1056.558659539,"ambig"
-3.7614,"01","55",1056.558659539,"ambig"
-0.10799,"01","55",1056.558659539,"ambig"
-3.5132,"01","55",1056.558659539,"ambig"
-6.52,"01","24",946.558659539001,"ambig"
-7.0011,"01","24",946.558659539001,"ambig"
-6.7346,"01","24",946.558659539001,"ambig"
-8.9884,"01","24",946.558659539001,"ambig"
5.2789,"01","16",946.558659539001,"ambig"
7.0474,"01","16",946.558659539001,"ambig"
5.4093,"01","16",946.558659539001,"ambig"
5.3841,"01","16",946.558659539001,"ambig"
-5.5523,"01","58",-1042.441340461,"ambig"
-9.3909,"01","58",-1042.441340461,"ambig"
-6.2452,"01","58",-1042.441340461,"ambig"
-7.8762,"01","58",-1042.441340461,"ambig"
0.53434,"01","15",2056.558659539,"unambig"
0.036464,"01","15",2056.558659539,"unambig"
-1.8148,"01","15",2056.558659539,"unambig"
-2.2019,"01","15",2056.558659539,"unambig"
5.5846,"01","39",2045.558659539,"unambig"
7.0838,"01","39",2045.558659539,"unambig"
3.5258,"01","39",2045.558659539,"unambig"
6.0811,"01","39",2045.558659539,"unambig"
-7.2704,"01","9",2056.558659539,"unambig"
-8.3783,"01","9",2056.558659539,"unambig"
-7.283,"01","9",2056.558659539,"unambig"
-9.7008,"01","9",2056.558659539,"unambig"
3.652,"01","54",-1042.441340461,"ambig"
1.6465,"01","54",-1042.441340461,"ambig"
4.882,"01","54",-1042.441340461,"ambig"
2.7124,"01","54",-1042.441340461,"ambig"
-3.5426,"01","45",-943.441340460999,"ambig"
-1.38,"01","45",-943.441340460999,"ambig"
-3.4304,"01","45",-943.441340460999,"ambig"
-3.1457,"01","45",-943.441340460999,"ambig"
-5.945,"01","20",-1943.441340461,"unambig"
-2.3463,"01","20",-1943.441340461,"unambig"
-3.3687,"01","20",-1943.441340461,"unambig"
-4.0209,"01","20",-1943.441340461,"unambig"
3.1724,"01","7",2056.558659539,"unambig"
4.2144,"01","7",2056.558659539,"unambig"
0.12762,"01","7",2056.558659539,"unambig"
1.9312,"01","7",2056.558659539,"unambig"
-1.1276,"01","26",1957.558659539,"unambig"
-3.4164,"01","26",1957.558659539,"unambig"
-0.3422,"01","26",1957.558659539,"unambig"
-3.2032,"01","26",1957.558659539,"unambig"
-1.8751,"01","29",946.558659539001,"ambig"
-2.5244,"01","29",946.558659539001,"ambig"
-1.4614,"01","29",946.558659539001,"ambig"
-1.7138,"01","29",946.558659539001,"ambig"
-1.7222,"01","5",-2042.441340461,"unambig"
-1.92,"01","5",-2042.441340461,"unambig"
-0.59464,"01","5",-2042.441340461,"unambig"
-2.2369,"01","5",-2042.441340461,"unambig"
-6.7893,"01","25",1957.558659539,"unambig"
-6.1428,"01","25",1957.558659539,"unambig"
-5.5762,"01","25",1957.558659539,"unambig"
-8.8706,"01","25",1957.558659539,"unambig"
1.2748,"01","35",-2053.441340461,"unambig"
-0.20756,"01","35",-2053.441340461,"unambig"
0.72507,"01","35",-2053.441340461,"unambig"
0.8569,"01","35",-2053.441340461,"unambig"
-2.3099,"01","48",1056.558659539,"ambig"
-0.50068,"01","48",1056.558659539,"ambig"
-2.6394,"01","48",1056.558659539,"ambig"
-1.7433,"01","48",1056.558659539,"ambig"
2.6871,"01","4",-1053.441340461,"ambig"
1.2762,"01","4",-1053.441340461,"ambig"
1.5567,"01","4",-1053.441340461,"ambig"
3.1205,"01","4",-1053.441340461,"ambig"
0.83026,"01","46",1056.558659539,"ambig"
4.2004,"01","46",1056.558659539,"ambig"
0.54696,"01","46",1056.558659539,"ambig"
-0.65495,"01","46",1056.558659539,"ambig"
2.4852,"01","53",-1042.441340461,"ambig"
3.9059,"01","53",-1042.441340461,"ambig"
0.82465,"01","53",-1042.441340461,"ambig"
-1.0701,"01","53",-1042.441340461,"ambig"
3.0574,"01","3",-1053.441340461,"ambig"
0.83026,"01","3",-1053.441340461,"ambig"
6.492,"01","3",-1053.441340461,"ambig"
3.8834,"01","3",-1053.441340461,"ambig"
-3.6941,"01","15",1045.558659539,"ambig"
-4.1345,"01","15",1045.558659539,"ambig"
-4.0447,"01","15",1045.558659539,"ambig"
-4.8483,"01","15",1045.558659539,"ambig"
3.7235,"01","47",-1042.441340461,"ambig"
3.8203,"01","47",-1042.441340461,"ambig"
7.067,"01","47",-1042.441340461,"ambig"
2.0252,"01","47",-1042.441340461,"ambig"
3.8792,"01","36",-2053.441340461,"unambig"
3.7432,"01","36",-2053.441340461,"unambig"
3.8876,"01","36",-2053.441340461,"unambig"
1.0476,"01","36",-2053.441340461,"unambig"
-5.3546,"01","39",-943.441340460999,"ambig"
-4.99,"01","39",-943.441340460999,"ambig"
-3.2229,"01","39",-943.441340460999,"ambig"
-3.781,"01","39",-943.441340460999,"ambig"
-3.0349,"01","19",956.558659539001,"ambig"
-3.2776,"01","19",956.558659539001,"ambig"
-6.3882,"01","19",956.558659539001,"ambig"
-6.2592,"01","19",956.558659539001,"ambig"
-1.4137,"01","9",-2042.441340461,"unambig"
-0.65916,"01","9",-2042.441340461,"unambig"
-0.47964,"01","9",-2042.441340461,"unambig"
-3.1065,"01","9",-2042.441340461,"unambig"
-1.9298,"01","30",1957.558659539,"unambig"
-0.72928,"01","30",1957.558659539,"unambig"
-0.56659,"01","30",1957.558659539,"unambig"
-1.6745,"01","30",1957.558659539,"unambig"
3.6773,"01","41",2045.558659539,"unambig"
7.5452,"01","41",2045.558659539,"unambig"
3.5048,"01","41",2045.558659539,"unambig"
1.4992,"01","41",2045.558659539,"unambig"
1.4291,"01","51",1056.558659539,"ambig"
2.0224,"01","51",1056.558659539,"ambig"
-3.077,"01","51",1056.558659539,"ambig"
0.15988,"01","51",1056.558659539,"ambig"
-0.30714,"01","27",-1943.441340461,"unambig"
1.9452,"01","27",-1943.441340461,"unambig"
-4.9956,"01","27",-1943.441340461,"unambig"
-1.0743,"01","27",-1943.441340461,"unambig"
-2.4094,"01","29",1957.558659539,"unambig"
-1.495,"01","29",1957.558659539,"unambig"
-2.0069,"01","29",1957.558659539,"unambig"
-3.5342,"01","29",1957.558659539,"unambig"
-7.297,"01","31",2045.558659539,"unambig"
1.568,"01","31",2045.558659539,"unambig"
-2.2972,"01","31",2045.558659539,"unambig"
-1.2468,"01","31",2045.558659539,"unambig"
-2.1163,"01","59",1946.558659539,"unambig"
-3.056,"01","59",1946.558659539,"unambig"
-2.7614,"01","59",1946.558659539,"unambig"
-3.1752,"01","59",1946.558659539,"unambig"
1.7867,"01","5",2056.558659539,"unambig"
1.8456,"01","5",2056.558659539,"unambig"
-0.67178,"01","5",2056.558659539,"unambig"
1.0294,"01","5",2056.558659539,"unambig"
2.8666,"01","10",1045.558659539,"ambig"
6.2466,"01","10",1045.558659539,"ambig"
2.6296,"01","10",1045.558659539,"ambig"
4.9928,"01","10",1045.558659539,"ambig"
6.8076,"01","37",-2053.441340461,"unambig"
5.931,"01","37",-2053.441340461,"unambig"
5.5552,"01","37",-2053.441340461,"unambig"
6.9562,"01","37",-2053.441340461,"unambig"
0.84849,"01","32",-2053.441340461,"unambig"
2.2776,"01","32",-2053.441340461,"unambig"
2.5791,"01","32",-2053.441340461,"unambig"
1.0631,"01","32",-2053.441340461,"unambig"
2.2383,"01","17",-954.441340460999,"ambig"
2.1121,"01","17",-954.441340460999,"ambig"
-0.16549,"01","17",-954.441340460999,"ambig"
-1.3309,"01","17",-954.441340460999,"ambig"
-3.6983,"01","57",1056.558659539,"ambig"
-3.1317,"01","57",1056.558659539,"ambig"
-4.8623,"01","57",1056.558659539,"ambig"
-4.7628,"01","57",1056.558659539,"ambig"
8.3096,"01","33",-2053.441340461,"unambig"
10.391,"01","33",-2053.441340461,"unambig"
6.3223,"01","33",-2053.441340461,"unambig"
5.9591,"01","33",-2053.441340461,"unambig"
-5.6028,"01","55",-1042.441340461,"ambig"
-11.516,"01","55",-1042.441340461,"ambig"
-5.6926,"01","55",-1042.441340461,"ambig"
-10.382,"01","55",-1042.441340461,"ambig"
-2.0294,"01","38",957.558659539001,"ambig"
0.042074,"01","38",957.558659539001,"ambig"
-0.8569,"01","38",957.558659539001,"ambig"
-1.0364,"01","38",957.558659539001,"ambig"
3.4963,"01","44",-2053.441340461,"unambig"
2.1079,"01","44",-2053.441340461,"unambig"
4.8974,"01","44",-2053.441340461,"unambig"
2.2495,"01","44",-2053.441340461,"unambig"
-3.2762,"01","35",2045.558659539,"unambig"
-3.1626,"01","35",2045.558659539,"unambig"
-7.0698,"01","35",2045.558659539,"unambig"
-4.6422,"01","35",2045.558659539,"unambig"
-4.788,"01","52",1946.558659539,"unambig"
-5.3798,"01","52",1946.558659539,"unambig"
-0.74751,"01","52",1946.558659539,"unambig"
-5.4626,"01","52",1946.558659539,"unambig"
5.4402,"01","49",1056.558659539,"ambig"
8.684,"01","49",1056.558659539,"ambig"
4.4739,"01","49",1056.558659539,"ambig"
7.628,"01","49",1056.558659539,"ambig"
6.0839,"01","31",957.558659539001,"ambig"
1.3632,"01","31",957.558659539001,"ambig"
5.5552,"01","31",957.558659539001,"ambig"
3.0433,"01","31",957.558659539001,"ambig"
-0.48525,"01","59",-1042.441340461,"ambig"
1.9452,"01","59",-1042.441340461,"ambig"
-0.46421,"01","59",-1042.441340461,"ambig"
2.0266,"01","59",-1042.441340461,"ambig"
2.7278,"01","24",-954.441340460999,"ambig"
5.607,"01","24",-954.441340460999,"ambig"
-0.35482,"01","24",-954.441340460999,"ambig"
2.7418,"01","24",-954.441340460999,"ambig"
4.8722,"01","23",946.558659539001,"ambig"
5.4359,"01","23",946.558659539001,"ambig"
5.126,"01","23",946.558659539001,"ambig"
6.2396,"01","23",946.558659539001,"ambig"
1.5006,"01","10",2056.558659539,"unambig"
2.366,"01","10",2056.558659539,"unambig"
1.2019,"01","10",2056.558659539,"unambig"
0.72928,"01","10",2056.558659539,"unambig"
1.1837,"01","9",-1053.441340461,"ambig"
0.42214,"01","9",-1053.441340461,"ambig"
0.47543,"01","9",-1053.441340461,"ambig"
0.81623,"01","9",-1053.441340461,"ambig"
3.307,"01","11",2056.558659539,"unambig"
5.6449,"01","11",2056.558659539,"unambig"
-1.5834,"01","11",2056.558659539,"unambig"
2.5483,"01","11",2056.558659539,"unambig"
-3.8357,"01","1",2056.558659539,"unambig"
-3.084,"01","1",2056.558659539,"unambig"
-3.1962,"01","1",2056.558659539,"unambig"
-5.2733,"01","1",2056.558659539,"unambig"
0.80782,"01","12",-1053.441340461,"ambig"
2.6128,"01","12",-1053.441340461,"ambig"
1.7573,"01","12",-1053.441340461,"ambig"
1.9901,"01","12",-1053.441340461,"ambig"
2.7362,"01","21",-954.441340460999,"ambig"
4.9984,"01","21",-954.441340460999,"ambig"
1.2776,"01","21",-954.441340460999,"ambig"
1.0561,"01","21",-954.441340460999,"ambig"
-2.1766,"01","22",1957.558659539,"unambig"
0.59184,"01","22",1957.558659539,"unambig"
-1.0799,"01","22",1957.558659539,"unambig"
0.058903,"01","22",1957.558659539,"unambig"
6.924,"01","16",-1943.441340461,"unambig"
9.0501,"01","16",-1943.441340461,"unambig"
2.0756,"01","16",-1943.441340461,"unambig"
3.7432,"01","16",-1943.441340461,"unambig"
0.18793,"01","52",1056.558659539,"ambig"
0.23421,"01","52",1056.558659539,"ambig"
-2.5721,"01","52",1056.558659539,"ambig"
-1.0729,"01","52",1056.558659539,"ambig"
-0.15988,"01","49",-1954.441340461,"unambig"
0.81343,"01","49",-1954.441340461,"unambig"
-1.9102,"01","49",-1954.441340461,"unambig"
-1.4445,"01","49",-1954.441340461,"unambig"
-2.2201,"01","42",-2053.441340461,"unambig"
-3.1527,"01","42",-2053.441340461,"unambig"
-0.81764,"01","42",-2053.441340461,"unambig"
-3.5777,"01","42",-2053.441340461,"unambig"
-6.5074,"01","20",-954.441340460999,"ambig"
-3.516,"01","20",-954.441340460999,"ambig"
-8.3545,"01","20",-954.441340460999,"ambig"
-5.7894,"01","20",-954.441340460999,"ambig"
0.48104,"01","28",1957.558659539,"unambig"
1.683,"01","28",1957.558659539,"unambig"
2.0055,"01","28",1957.558659539,"unambig"
0.69282,"01","28",1957.558659539,"unambig"
-0.8555,"01","39",-2053.441340461,"unambig"
1.9158,"01","39",-2053.441340461,"unambig"
1.1935,"01","39",-2053.441340461,"unambig"
-0.20476,"01","39",-2053.441340461,"unambig"
2.934,"01","32",957.558659539001,"ambig"
1.9803,"01","32",957.558659539001,"ambig"
2.7068,"01","32",957.558659539001,"ambig"
3.7782,"01","32",957.558659539001,"ambig"
-4.4234,"01","38",2045.558659539,"unambig"
-4.7922,"01","38",2045.558659539,"unambig"
-5.1639,"01","38",2045.558659539,"unambig"
-5.7627,"01","38",2045.558659539,"unambig"
0.80221,"01","18",946.558659539001,"ambig"
3.9521,"01","18",946.558659539001,"ambig"
-0.025244,"01","18",946.558659539001,"ambig"
-0.25104,"01","18",946.558659539001,"ambig"
2.0911,"01","10",-2042.441340461,"unambig"
2.9438,"01","10",-2042.441340461,"unambig"
1.6956,"01","10",-2042.441340461,"unambig"
0.37586,"01","10",-2042.441340461,"unambig"
-0.43617,"01","5",-1053.441340461,"ambig"
-2.0041,"01","5",-1053.441340461,"ambig"
2.8428,"01","5",-1053.441340461,"ambig"
-0.38147,"01","5",-1053.441340461,"ambig"
0.83166,"01","50",-1042.441340461,"ambig"
1.049,"01","50",-1042.441340461,"ambig"
-0.1122,"01","50",-1042.441340461,"ambig"
-2.8722,"01","50",-1042.441340461,"ambig"
-2.5763,"01","8",1045.558659539,"ambig"
0.0028049,"01","8",1045.558659539,"ambig"
-1.1612,"01","8",1045.558659539,"ambig"
-1.4165,"01","8",1045.558659539,"ambig"
-2.6114,"01","6",2056.558659539,"unambig"
-2.2201,"01","6",2056.558659539,"unambig"
-3.6296,"01","6",2056.558659539,"unambig"
-3.3715,"01","6",2056.558659539,"unambig"
-0.11079,"01","33",-943.441340460999,"ambig"
1.8036,"01","33",-943.441340460999,"ambig"
0.60586,"01","33",-943.441340460999,"ambig"
0.37446,"01","33",-943.441340460999,"ambig"
-3.6688,"01","37",2045.558659539,"unambig"
-6.2017,"01","37",2045.558659539,"unambig"
-6.1849,"01","37",2045.558659539,"unambig"
-6.2928,"01","37",2045.558659539,"unambig"
0.35202,"01","34",-943.441340460999,"ambig"
0.81203,"01","34",-943.441340460999,"ambig"
1.1108,"01","34",-943.441340460999,"ambig"
1.0112,"01","34",-943.441340460999,"ambig"
2.3617,"01","40",-2053.441340461,"unambig"
1.2594,"01","40",-2053.441340461,"unambig"
0.7405,"01","40",-2053.441340461,"unambig"
-2.5623,"01","40",-2053.441340461,"unambig"
0.35903,"01","57",-1954.441340461,"unambig"
2.2299,"01","57",-1954.441340461,"unambig"
0.12061,"01","57",-1954.441340461,"unambig"
-0.053294,"01","57",-1954.441340461,"unambig"
-1.7377,"01","23",-954.441340460999,"ambig"
1.0589,"01","23",-954.441340460999,"ambig"
-3.4557,"01","23",-954.441340460999,"ambig"
0.13464,"01","23",-954.441340460999,"ambig"
-1.2608,"01","11",-2042.441340461,"unambig"
-5.4822,"01","11",-2042.441340461,"unambig"
-2.638,"01","11",-2042.441340461,"unambig"
-4.091,"01","11",-2042.441340461,"unambig"
-2.5651,"01","44",2045.558659539,"unambig"
1.941,"01","44",2045.558659539,"unambig"
-1.5553,"01","44",2045.558659539,"unambig"
-0.89898,"01","44",2045.558659539,"unambig"
1.7797,"01","25",-1943.441340461,"unambig"
3.1065,"01","25",-1943.441340461,"unambig"
24.462,"01","25",-1943.441340461,"unambig"
0.33379,"01","25",-1943.441340461,"unambig"
-2.0939,"01","48",1946.558659539,"unambig"
-2.8498,"01","48",1946.558659539,"unambig"
-2.645,"01","48",1946.558659539,"unambig"
-3.3252,"01","48",1946.558659539,"unambig"
-3.3547,"01","56",-1954.441340461,"unambig"
-0.0028049,"01","56",-1954.441340461,"unambig"
-5.4023,"01","56",-1954.441340461,"unambig"
-4.9647,"01","56",-1954.441340461,"unambig"
2.8175,"01","17",1957.558659539,"unambig"
3.6688,"01","17",1957.558659539,"unambig"
4.7936,"01","17",1957.558659539,"unambig"
5.3181,"01","17",1957.558659539,"unambig"
-4.335,"01","13",1045.558659539,"ambig"
-1.4838,"01","13",1045.558659539,"ambig"
-6.2914,"01","13",1045.558659539,"ambig"
-6.9436,"01","13",1045.558659539,"ambig"
3.2046,"01","16",-954.441340460999,"ambig"
5.7767,"01","16",-954.441340460999,"ambig"
2.4277,"01","16",-954.441340460999,"ambig"
4.1611,"01","16",-954.441340460999,"ambig"
-3.8203,"01","14",-1053.441340461,"ambig"
-4.1176,"01","14",-1053.441340461,"ambig"
-6.8608,"01","14",-1053.441340461,"ambig"
-6.0993,"01","14",-1053.441340461,"ambig"
-0.50208,"01","22",-1943.441340461,"unambig"
2.2594,"01","22",-1943.441340461,"unambig"
-1.4179,"01","22",-1943.441340461,"unambig"
-2.5441,"01","22",-1943.441340461,"unambig"
-4.1485,"01","4",1045.558659539,"ambig"
0.60306,"01","4",1045.558659539,"ambig"
-5.6547,"01","4",1045.558659539,"ambig"
-2.4655,"01","4",1045.558659539,"ambig"
1.7587,"01","60",1946.558659539,"unambig"
3.3028,"01","60",1946.558659539,"unambig"
2.7208,"01","60",1946.558659539,"unambig"
5.1358,"01","60",1946.558659539,"unambig"
-4.0293,"01","54",1056.558659539,"ambig"
-3.8988,"01","54",1056.558659539,"ambig"
-5.3476,"01","54",1056.558659539,"ambig"
-7.3531,"01","54",1056.558659539,"ambig"
3.4038,"01","43",957.558659539001,"ambig"
0.79379,"01","43",957.558659539001,"ambig"
2.8147,"01","43",957.558659539001,"ambig"
1.7573,"01","43",957.558659539001,"ambig"
-1.7264,"01","40",-943.441340460999,"ambig"
-4.7319,"01","40",-943.441340460999,"ambig"
-4.6884,"01","40",-943.441340460999,"ambig"
-8.1006,"01","40",-943.441340460999,"ambig"
-1.5623,"01","20",946.558659539001,"ambig"
-3.3968,"01","20",946.558659539001,"ambig"
-0.75733,"01","20",946.558659539001,"ambig"
-1.0967,"01","20",946.558659539001,"ambig"
2.4305,"01","51",-1042.441340461,"ambig"
4.5328,"01","51",-1042.441340461,"ambig"
3.6885,"01","51",-1042.441340461,"ambig"
3.9676,"01","51",-1042.441340461,"ambig"
-1.7783,"01","2",2056.558659539,"unambig"
3.3449,"01","2",2056.558659539,"unambig"
0.24543,"01","2",2056.558659539,"unambig"
0.50489,"01","2",2056.558659539,"unambig"
-2.6913,"01","28",946.558659539001,"ambig"
-0.88355,"01","28",946.558659539001,"ambig"
-2.1878,"01","28",946.558659539001,"ambig"
0.70824,"01","28",946.558659539001,"ambig"
-1.7461,"01","41",-2053.441340461,"unambig"
0.92843,"01","41",-2053.441340461,"unambig"
6.3966,"01","41",-2053.441340461,"unambig"
-1.1697,"01","41",-2053.441340461,"unambig"
-3.5132,"01","59",1056.558659539,"ambig"
-3.9157,"01","59",1056.558659539,"ambig"
-5.3406,"01","59",1056.558659539,"ambig"
-4.9072,"01","59",1056.558659539,"ambig"
8.757,"01","14",2056.558659539,"unambig"
13.197,"01","14",2056.558659539,"unambig"
8.8972,"01","14",2056.558659539,"unambig"
